id,name,phone,o,u,k,d,addr,content,x y,url
120190102112516,衛生福利部新營醫院附設馨盈社區長照機構,06-6351151#2715,老人福利,長期照顧,日間照顧中心,新營區,臺南市新營區信義街89號,"""1．生活照顧。 2．生活自立訓練。 3．健康促進。 4．文康休閒活動。 5．提供或連結交通服務。 6．家屬教育及諮詢服務。 7．護理服務。 8．復健服務。 9．備餐服務。""","[120.31465060000005, 23.3079592]",https://www.syh.mohw.gov.tw/
120190103184456,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,東區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190613164826,社團法人台灣感動照護共生協會附設臺南市私立清爽逸風社區長照機構,06-25460833,老人福利,長期照顧,日間照顧中心,仁德區,臺南市仁德區仁和里二空路92.96號,"""1．生活照顧。 2．生活自立訓練。 3．健康促進。 4．文康休閒活動。 5．提供或連結交通服務。 6．家屬教育及諮詢服務。 7．護理服務。 8．復健服務。 9．備餐服務。""","[120.22344999999996, 22.9604799]",http://85care.com.tw/daycare
201906171507211,臺南市私立順安老人長期照顧中心(養護型),06-2459966,老人福利,長期照顧,老人機構,安南區,臺南市安南區怡安路二段516巷86號2樓,養護服務：以生活自理能力缺損需他人照顧之老人，或需鼻胃管、導尿管護理服務需求之老人為服務對象。,"[120.19554900000003, 23.0477814]",
201906171507212,臺南市私立佑安老人長期照顧中心(養護型),06-6325999,老人福利,長期照顧,老人機構,新營區,臺南市新營區長榮路一段530巷16號,養護服務：以生活自理能力缺損需他人照顧之老人，或需鼻胃管、導尿管護理服務需求之老人為服務對象。,"[120.31766, 23.319803]",https://www.youanltc.com/
120190619105000,財團法人高雄市華仁社會福利慈善事業基金會附設臺南市私立佳里失智社區長照機構,06-7224713,老人福利,長期照顧,喘息服務單位,佳里區,722臺南市佳里區建南里010鄰建中街111號,喘息服務,"[120.1757533, 23.1583006]",
120190619110833,財團法人高雄市華仁社會福利慈善事業基金會附設臺南市私立大內社區長照機構,06-5762996,老人福利,長期照顧,喘息服務單位,大內區,742臺南市大內區內江里010鄰內庄289之9號,喘息服務,"[120.3637277, 23.1099075]",
120190619111012,萬年護理之家,06-2963777,老人福利,長期照顧,喘息服務單位,南區,702臺南市南區省躬里014鄰萬年路160巷6號1-4樓,喘息服務,"[120.18599189999998, 22.934249]",
120190619111121,宜福護理之家,06-2308532,老人福利,長期照顧,喘息服務單位,歸仁區,711臺南市歸仁區六甲里020鄰六甲八街139號1-3樓,喘息服務,"[120.27132690000008, 22.9563166]",
120190619111342,台南市私立祥允泰護理之家,06-2709666,老人福利,長期照顧,喘息服務單位,仁德區,717臺南市仁德區一甲里009鄰忠義路339號,喘息服務,"[120.25458839999999, 22.9764703]",
120191204104359,社團法人臺南市85樂活關懷協會附設臺南市私立85樂活安平社區長照機構,06-2993118,老人福利,長期照顧,日間照顧中心,安平區,臺南市安平區育平七街60巷16號1樓,"""1．生活照顧。 2．生活自立訓練。 3．健康促進。 4．文康休閒活動。 5．提供或連結交通服務。 6．家屬教育及諮詢服務。 7．護理服務。 8．復健服務。 9．備餐服務。""","[120.16557469999998, 22.9931187]",https://www.facebook.com/85%E6%A8%82%E6%B4%BB%E5%AE%89%E5%B9%B3%E6%97%A5%E9%96%93%E7%85%A7%E8%AD%B7%E6%A9%9F%E6%A7%8B-2249510481956102/?modal=admin_todo_tour
120190103184535,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,南區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190103184547,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,中西區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190103184559,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,北區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190103184614,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,安平區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190103184642,三興管理顧問股份有限公司附設臺南市私立三興居家長照機構,06-2952333,老人福利,長期照顧,居家服務單位,安南區,臺南市安平區建平里014鄰建平十三街19號1樓 ,身體照顧服務、家事服務,"[120.19075180000004, 22.9983606]",
120190619111436,臺南市私立惠群老人長期照顧中心(養護型),06-2684356,老人福利,長期照顧,喘息服務單位,仁德區,717臺南市仁德區成功里020鄰成功一街106號,喘息服務,"[120.22516059999998, 22.9574361]",
120190619111713,惠山有限公司附設臺南市私立惠山居家長照機構,06-2591717,老人福利,長期照顧,喘息服務單位,中西區,700臺南市中西區西賢里011鄰西賢一街270號1樓B室,喘息服務,"[120.17758879999997, 23.0050664]",
120190619111812,有限責任臺南市第一照顧服務勞動合作社附設臺南市私立第一居家長照機構,06-2693913,老人福利,長期照顧,喘息服務單位,中西區,700臺南市中西區兌悅里004鄰協和街94號1、2樓 ,喘息服務,"[120.2172266, 22.9540348]",
120190619144731,臺南市安平區石門社區發展協會,0936-183-771,老人福利,社團及據點,社區照顧關懷據點,安平區,臺南市安平區天妃里安北路16巷17弄45號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.16719869999997, 23.0007724]",
120190619145033,臺南市東區崇善里辦公處,06-2901607,老人福利,社團及據點,社區照顧關懷據點,東區,臺南市東區仁和路70巷38號,關懷訪視、電話問安、健康促進,"[120.22926959999995, 22.975829]",
120190619151446,關懷據點-曲溪社區,06-5763874,老人福利,社團及據點,社區照顧關懷據點,大內區,臺南市大內區曲溪里51-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.38732449999998, 23.1184611]",
120190619151903,財團法人台南市私立聖功社會福利慈善事業基金會(新莊里),06-2501957#20,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區新莊里3鄰30-3號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[121.48766239999998, 24.9886429]",
201911271733240,衛生福利部臺南教養院,06-6621821,身心障礙者,機構式服務,日間式及住宿式照顧服務,後壁區,臺南市後壁區後廓里68號,18歲以上重度、極重度智障者及兼含智障之多障者,"[120.337908, 0]",
201711061741246,臺南市童心園社會福利關懷協會附設臺南市私立童心園居家長照機構,06-5904288,老人福利,長期照顧,居家服務單位,關廟區,臺南市新化區東榮里12鄰民生路7之3號2樓,身體照顧服務、家事服務,"[120.30987640000001, 23.033048]",http://child29sw.iwopop.com/Kueijen
201711061741247,社團法人臺南市弘福社區關懷照顧服務協會附設臺南市私立弘福居家式服務類長期照顧服務機構,06-2058167,老人福利,長期照顧,居家服務單位,永康區,臺南市永康區國光六街2號1樓,身體照顧服務、家事服務,"[120.2586546, 23.0078239]",http://www.ihomefu.com.tw/product.php?lid=2011％2F12％2F24＿3E30VTFUW
120190619152605,臺南市安平區石門社區發展協會,0936-183-771,老人福利,長期照顧,C級巷弄長照站,安平區,臺南市安平區天妃里安北路16巷17弄45號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.16719869999997, 23.0007724]",
120190619152853,臺南市善化區溪美社區發展協會,06-5816653,老人福利,長期照顧,C級巷弄長照站,善化區,臺南市善化區溪美里71號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2815587, 23.1554375]",
120190619153208,臺南市大內區曲溪社區發展協會,06-5763874,老人福利,長期照顧,C級巷弄長照站,大內區,臺南市大內區曲溪里51-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.38732449999998, 23.1184611]",
120190619161410,台南市南廠長壽會,06-2260691,老人福利,社團及據點,社區照顧關懷據點,中西區,臺南市中西區南廠里郡西路35號2樓,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.194075, 22.989445]",
120190619161622,社團法人臺南市開山歡喜協會,06-2130240,老人福利,社團及據點,社區照顧關懷據點,中西區,臺南市中西區樹林街2段52號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.21020069999997, 22.9863772]",
120190619163149,臺南市北門區文山里辦公處,06-7862912,老人福利,社團及據點,社區照顧關懷據點,北門區,臺南市北門區文山里二重港27號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.13884640000003, 23.2414752]",
120190619163713,臺南市北區仁愛里辦公處,06-2366663,老人福利,社團及據點,社區照顧關懷據點,北區,臺南市北區東豐路227巷24弄17號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.22203400000001, 23.0043273]",
120190619163748,臺南市北區合興里辦公處,06-2348627,老人福利,社團及據點,社區照顧關懷據點,北區,臺南市北區南園街101巷71弄11號,,"[120.22693900000002, 23.0088747]",
120190619164448,臺南市北區勝安社區發展協會　,06-2348266,老人福利,社團及據點,社區照顧關懷據點,北區,臺南市北區開元路63巷7弄68號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2155194, 23.0069152]",
120190619165137,社團法人臺南市青陽關懷協會,06-2071887,老人福利,社團及據點,社區照顧關懷據點,永康區,臺南市永康區大灣里大灣六街80巷36弄30號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.27139420000003, 23.0069112]",
201710171631301,臺南市下營區中營社區發展協會,06-6893608,老人福利,社團及據點,社區照顧關懷據點,下營區,臺南市下營區開化里533號之6,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2716527, 23.2155083]",
201710171631302,臺南市下營區甲中社區發展協會,06-6899827,老人福利,社團及據點,社區照顧關懷據點,下營區,臺南市下營區甲中里十六甲29-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.273958, 23.2506288]",http://sixstar.moc.gov.tw/blog/120833/communityAction.do?method=doCommunityView
201710171631304,臺南市下營區賀建社區發展協會,06-6893721,老人福利,社團及據點,社區照顧關懷據點,下營區,臺南市下營區賀建里火燒珠10-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.28311710000003, 23.2565947]",http://sixstar.moc.gov.tw/blog/hjes7927/communityAction.do?method=doCommunityView
201710171631307,臺南市大內區石子瀨社區發展協會,06-5761341,老人福利,社團及據點,社區照顧關懷據點,大內區,臺南市大內區石城里13鄰114之66號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.35501610000006, 23.1225078]",http://sixstar.moc.gov.tw/blog/B0014
201710171631308,臺南市大內區頭社社區發展協會,06-5765578,老人福利,社團及據點,社區照顧關懷據點,大內區,臺南市大內區頭社里1鄰10-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.38475370000003, 23.1433533]",
201710171631309,臺南市大內區環湖社區發展協會,06-5760136,老人福利,社團及據點,社區照顧關懷據點,大內區,臺南市大內區環湖里56號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.42038200000002, 23.145652]",
120171020151148,七股區公所,06-7872611,社福及社區,區公所,各區區公所,七股區,臺南市七股區大埕里377號,提供各項社會福利服務諮詢及申請,"[120.13916849999998, 23.1404239]",https://cigu.tainan.gov.tw/
120190221111523,臺南市新市區社內社區發展協會,0932-714939,老人福利,長期照顧,C級巷弄長照站,新市區,臺南市新市區社內里91-22號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.28154119999999, 23.0769729]",
120190221154528,臺南市下營區西連社區發展協會,06-6894267,老人福利,社團及據點,社區照顧關懷據點,下營區,臺南市下營區西連里西寮13-25號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.26333199999999, 23.208243]",
120190619165244,臺南市永康區新樹社區發展協會,06-2073406,老人福利,社團及據點,社區照顧關懷據點,永康區,臺南市永康區新樹里富強路二段98號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2748838, 23.0231115]",
120190619165519,台南市基督教好朋友全人關懷協會,06-2323321,老人福利,社團及據點,社區照顧關懷據點,永康區,臺南市永康區永康里中山北路94號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.25969399999997, 23.026615]",
120190619165606,社團法人臺南市基督教大灣双福協會,06-2052271,老人福利,社團及據點,社區照顧關懷據點,永康區,臺南市永康區東灣里大灣二街22號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.26812900000004, 23.0023371]",
202103081205045,臺南市白河區昇安社區發展協會,0988-023873,老人福利,學習成長,長青學苑,白河區,台南市白河區昇安里三間厝51-6號,提供高齡者進修及休閒所開設之短期課程,"[120.429102, 23.364731]",
2017102317032856,永保安康護理之家,06-3038888,老人福利,長期照顧,喘息服務單位,永康區,710臺南市永康區西橋里008鄰中華西街83號1-3樓,喘息服務,"[120.22643900000003, 23.014167]",http://ubak.com.tw/
2017102317032857,悅豪護理之家,06-2333166,老人福利,長期照顧,喘息服務單位,永康區,710臺南市永康區永明里001鄰中山北路256號1-2樓,喘息服務,"[120.2650787, 23.0288673]",https://zh-tw.facebook.com/悅豪護理之家-796223873741675/
2017102317032859,永春護理之家,06-2910236,老人福利,長期照顧,喘息服務單位,南區,702臺南市南區明興里003鄰永春街7號1-4樓,喘息服務,"[120.19147889999999, 22.9646036]",https://www.facebook.com/people/%E6%B0%B8%E6%98%A5%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/100008456652987
2017102317032860,健麗醫護理之家,06-3032967,老人福利,長期照顧,喘息服務單位,歸仁區,711臺南市歸仁區武東里009鄰明德路8號1-2樓,喘息服務,"[120.27433440000004, 22.9250151]",https://www.facebook.com/jle.nursing/
2017102317032861,台南市私立長佳護理之家,06-5101333,老人福利,長期照顧,喘息服務單位,東區,701臺南市東區崇信里013鄰崇學路230巷59號4-5樓,喘息服務,"[120.2261092, 22.9813231]",http://lgood94.com.tw/
2017102317032862,怡安護理之家,06-2015382,老人福利,長期照顧,喘息服務單位,永康區,710臺南市永康區二王里040鄰南工街212巷13弄2號、2-1號,喘息服務,"[120.23986719999994, 23.0141386]",
2017102317032863,國欣護理之家,06-2202111*8111,老人福利,長期照顧,喘息服務單位,中西區,700臺南市中西區五條港里002鄰和平街23號B1F-4F,喘息服務,"[120.1987699, 22.9959973]",http://www.kuoshin.com.tw/
2017102317032864,台南市私立長佳老人養護中心,06-5101333,老人福利,長期照顧,喘息服務單位,東區,701臺南市東區崇信里013鄰崇學路230巷59號2-3樓,喘息服務,"[120.22667630000001, 22.9805867]",http://lgood94.com.tw/
2017101716313010,臺南市大內區內郭里辦公處,06-5761220,老人福利,社團及據點,社區照顧關懷據點,大內區,臺南市大內區內郭里8鄰後堀24號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.37245489999998, 23.1180708]",
2017101716313012,臺南市山上區山上社區發展協會,06-5784506,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區山上里8鄰山上134-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.61353059999999, 24.1168834]",http://sixstar.moc.gov.tw/blog/song915t
2017101716313013,臺南市山上區平陽里辦公處,06-5783003,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區平陽里4鄰石子崎48號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.38064199999997, 23.087769]",
2017101716313014,臺南市山上區玉峯里辦公處,06-5781074,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區玉峯里35號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.3891945, 23.1018812]",
2017101716313015,臺南市山上區明和里辦公處,06-5782062,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區明和里11鄰98號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.34066789999997, 23.1147826]",
2017101716313016,臺南市山上區南洲里辦公處,06-5783352,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區南洲里8鄰南洲197號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.35225300000002, 23.102988]",
2017101716313017,臺南市山上區豐德里辦公處,06-5781202,老人福利,社團及據點,社區照顧關懷據點,山上區,臺南市山上區豐德里4鄰隙子口49-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.363777, 23.076251]",
2017101716313019,臺南市中西區文和社區發展協會,06-2235520,老人福利,社團及據點,社區照顧關懷據點,中西區,臺南市中西區西和路17號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.18773579999993, 22.9995257]",
2017101716313020,臺南市中西區西湖社區發展協會,06-2808280,老人福利,社團及據點,社區照顧關懷據點,中西區,台南市中西區湖美街60巷31號,"辦理社會參與. 關懷訪視,電話問安.共餐服務.健康促進.預防及延緩失能服務","[120.18109300000003, 23.0013551]",
2017101716313022,臺南市中西區溫陵社區發展協會,06-2215634,老人福利,社團及據點,社區照顧關懷據點,中西區,台南市中西區中正路39巷10號,"關懷訪視,電話問安,餐飲服務,健康促進","[120.19355300000007, 22.994027]",http://sixstar.moc.gov.tw/blog/nan3939
2017101716313023,臺南市中西區銀同社區發展協會,06-2284281,老人福利,社團及據點,社區照顧關懷據點,中西區,臺南市中西區永華里開山路1號,"辦理社會參與. 關懷訪視,電話問安.共餐服務.健康促進.預防及延緩失能服務","[120.20634210000003, 22.9909824]",http://sixstar.moc.gov.tw/blog/yinton
120190221151655,臺南市新市區大營里辦公處,0929-372909,老人福利,社團及據點,社區照顧關懷據點,新市區,臺南市新市區大營里213號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.31183750000002, 23.0994096]",
120190619170244,臺南市新營區舊廍社區發展協會,0972-331670,老人福利,社團及據點,社區照顧關懷據點,新營區,臺南市新營區太南里舊廍27號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.287466, 23.2791843]",
201909271554050,臺南市私立永承老人長期照顧中心(養護型),06-2965588,老人福利,長期照顧,老人機構,南區,臺南市南區永成路2段827巷25弄28號1-2樓,養護服務：以生活自理能力缺損需他人照顧之老人，或需鼻胃管、導尿管護理服務需求之老人為服務對象。,"[120.19466899999998, 22.9594358]",
20171017163130227,臺南市南化區玉山社區發展協會,06-5772005,老人福利,社團及據點,社區照顧關懷據點,南化區,臺南市南化區玉山里65號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.519374, 23.07605]",http://sixstar.moc.gov.tw/blog/gracemumk
20171017163130228,臺南市南化區東和社區發展協會,06-5775173,老人福利,社團及據點,社區照顧關懷據點,南化區,臺南市南化區東和里19-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.23873359999993, 23.1288864]",http://sixstar.moc.gov.tw/blog/a560809
20171017163130229,臺南市南化區南化社區發展協會,06-5775093,老人福利,社團及據點,社區照顧關懷據點,南化區,臺南市南化區南化里172-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.47776199999998, 23.0429831]",http://sixstar.moc.gov.tw/blog/N174/communityAction.do?method=doCommunityView
20171017163130231,臺南市南區大恩里辦公處,06-2909200,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區大同路二段750巷186號,關懷訪視、電話問安、健康促進,"[120.21171569824219, 22.965940653736283]",http://sixstar.moc.gov.tw/blog/dahen
20171017163130232,臺南市南區文南社區發展協會,06-2635310,老人福利,社團及據點,社區照顧關懷據點,南區,臺南市南區建南路154號3樓,關懷訪視、電話問安、健康促進,"[120.19034499999998, 22.982817]",http://sixstar.moc.gov.tw/blog/wennan
20171017163130234,社團法人臺南市車仔寮關懷協會,06-2621125,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區喜樹路151巷33號2樓,關懷訪視、電話問安、健康促進,"[120.18001500000003, 22.941001]",http://sixstar.moc.gov.tw/blog/A702006/communityAction.do?method=doCommunityView
20171017163130235,臺南市南區明興社區發展協會,06-2630855,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區德興路88號,關懷訪視、電話問安、健康促進,"[120.19239500000003, 22.965213]",http://sixstar.moc.gov.tw/blog/A702001
20171017163130236,臺南市南區松安社區發展協會,06-2623016,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區灣裡路282巷88弄24號之1,關懷訪視、電話問安、健康促進,"[120.18031500000006, 22.925158]",http://sixstar.moc.gov.tw/blog/sonn
20171017163130237,臺南市南區金華社區發展協會,06-2654093,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區慶南街201號,關懷訪視、電話問安、健康促進,"[120.19007299999998, 22.9783794]",http://sixstar.moc.gov.tw/blog/B0012
20171017163130238,臺南市南區南華社區發展協會,0919-162087,老人福利,社團及據點,社區照顧關懷據點,南區,臺南市南區中華南路二段400巷2弄29號,關懷訪視、電話問安、健康促進,"[120.186644, 22.9618801]",http://sixstar.moc.gov.tw/blog/nf920615
20171017163130239,臺南市後壁區嘉民社區發展協會,0938-539101,老人福利,社團及據點,社區照顧關懷據點,後壁區,臺南市後壁區上茄苳里10鄰159-2號,關懷訪視、電話問安、餐飲服務、健康促進,"[120.37787500000002, 23.38833]",http://sixstar.moc.gov.tw/blog/chiaming/communityAction.do?method=doCommunityView
120171023145222,臺南市南區新興里辦公處,06-2277732,老人福利,社團及據點,社區照顧關懷據點,南區,台南市南區新興路22號,關懷訪視、電話問安、健康促進,"[120.19638980000002, 22.9792544]",
120191001092222,台南市私立佑康老人長期照顧中心(養護型),06-2569757,老人福利,長期照顧,喘息服務單位,安南區,709臺南市安南區安西里017鄰安通路四段119巷24號,喘息服務,"[120.20716400000003, 23.030073]",
120191001092344,台南市私立健康老人長期照顧中心(養護型),06-2614516,老人福利,長期照顧,喘息服務單位,南區,702臺南市南區文南里013鄰永南街20號,喘息服務,"[120.18874789999995, 22.9827197]",
120191001092446,寶仁護理之家,06-2399230,老人福利,長期照顧,喘息服務單位,歸仁區,711臺南市歸仁區沙崙里001鄰二甲163號1-4樓,喘息服務,"[120.30178999999998, 22.953673]",
120191001092610,臺南市政府社會局委託財團法人高雄市私立萃文書院社會福利慈善事業基金會經營臺南市官田老人養護中心,06-5790749,老人福利,長期照顧,喘息服務單位,官田區,720臺南市官田區隆本里001鄰中華路一段325號,喘息服務,"[120.32105030000002, 23.1956995]",
120191001092708,臺南市私立和春老人長期照顧中心(養護型),06-3025908,老人福利,長期照顧,喘息服務單位,永康區,710臺南市永康區五王里019鄰振興路98號,喘息服務,"[120.23501390000001, 23.012162]",
120191001092949,新總爺護理之家,06-5717766,老人福利,長期照顧,喘息服務單位,麻豆區,721臺南市麻豆區南勢里005鄰南勢86號之11,喘息服務,"[120.27374699999996, 23.187771]",
120200403171725,佳里奇美醫院,06-7263333轉33008,身心障礙者,社區式服務,臨時及短期照顧,佳里區,臺南市佳里區新化里606號,1.協助膳食、2. 簡易身體照顧服務、3.臨時性之陪同就醫、4.其他項目。,"[120.183833, 23.182253]",
2017101716313026,臺南市中西區大涼社區發展協會,06-2971056,老人福利,社團及據點,社區照顧關懷據點,中西區,台南市中西區府前路二段258巷55號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.19083879999994, 22.9930574]",
2017101716313027,財團法人台南市私立林澄輝社會福利慈善事業基金會,06-2229320,老人福利,社團及據點,社區照顧關懷據點,中西區,臺南市中西區藥王里民權路3段232號2樓,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.18910430000005, 23.0004892]",
2017101716313028,臺南市仁德區二行社區發展協會,06-2668811,老人福利,社團及據點,社區照顧關懷據點,仁德區,臺南市仁德區二行里行大街239號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2186984, 22.9151159]",
2017101716313029,臺南市仁德區大甲社區發展協會,06-2664043,老人福利,社團及據點,社區照顧關懷據點,仁德區,臺南市仁德區大甲里行大街510號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.2128866, 22.9176871]",
